ProductID,Category,Name,Price,Description,ImageURL
125,television,"LG - 65"" Class C4 Series OLED evo 4K UHD Smart webOS TV (2024)",1399.99,"The advanced LG OLED evo C4-Series is better than ever. The LG OLED evo C4 is powered by the next-gen α9 Gen7 AI Processor —exclusively made for LG OLED—for ultra-realistic picture and sound along with boosted brightness for luminosity and high contrast, even in well-lit rooms.¹ AI-assisted deep learning analyzes what you're watching to choose the best picture and sound setting for your content. The C4's almost invisible bezel, ensures it blends with your surroundings. When you're finished watching, display art, photos and other content make the C4 a versatile statement piece. Search less and stream more, thanks to the next generation of AI technology from LG webOS 24. Dolby Vision for extraordinary color, contrast and brightness, plus Dolby Atmos² for sound you can feel all around you. And FILMMAKER MODE allows you to see films just as the director intended.",/images/LG-65in.webp
126,television,"Samsung - 65"" Class S90D Series OLED 4K UHD Smart Tizen TV (2024)",1399.99,"This premium TV features a detailed image, strong contrast and clear motion. Increased depth and AI-powered 4K upscaling all work to bring clarity to your content.",/images/Samsung-65in.webp
127,television,"Roku - 55"" Class Select Series 4K Smart RokuTV",269.99,"Roku Select Series 4K TVs are thoughtfully designed to upgrade your entertainment at an incredible value. Enjoy your streaming favorites in brilliant 4K HDR picture that’s optimized for your room lighting with automatic brightness. Catch every word with built-in sound features like auto speech clarity and night mode or enjoy private listening with headphones. Switch to your inputs and watch free live TV right from the home screen, or use the voice remote to find movies, shows, or songs across thousands of channels. And even your deepest couch cushions are no match for the lost remote finder. A smart TV made by Roku? Now that makes sense.",/images/Roku-55in.webp
128,television,"Sony - 65"" Class BRAVIA 8 OLED 4K UHD Smart Google TV (2024)",1699.99,The perfect centerpiece for your living space with slim styling and cinematic picture and sound to match. Pure OLED black and vibrant color brings out astonishing texture and realism in everything you watch. The screen is the speaker delivering a totally unique and immersive theater-like sound that keeps you on the edge of your seat.,/images/Sony-65in.webp
129,television,"Pioneer - 43"" Class LED 4K UHD Smart Xumo TV",139.99,"Enjoy stunning video with a Pioneer Xumo TV equipped with 4K Ultra HD and High Dynamic Range. Access favorite streaming apps and 300+ free streaming channels. Use My List to keep content in one place and included voice remote to verbally access content. Experience a whole new level of visual and audio entertainment with the Pioneer 43"" Class LED 4K Ultra HD Smart Xumo TV.",/images/Pioneer-43in.webp
130,television,"TCL - 55"" Class QM7-Series 4K UHD HDR QD-Mini LED Smart Google TV (2024)",479.99,"TCL QM7 Class Smart TVs offers the perfect TV for fast action movies, sports, and next level gaming with QLED PRO Quantum Dot technology and HDR ULTRA with Dolby Vision IQ you can enjoy enhanced contrast and vivid colors. TCL’s High Brightness ULTRA Direct LED Backlight produces up to 2,400+ nits peak brightness for dazzling specular highlights, perfect for any viewing environment. QD-Mini LED provides up to 1,500+ local dimming zones adapting to on-screen content for deep blacks without image blooming powered by TCL's AIPQ PRO Processor, an advanced processor optimizing each scene with machine learning for an unrivaled cinematic experience. 120Hz native panel refresh rate with Motion Rate 480 focuses on best-in-class motion clarity producing smooth video playback. With TCL's Game Accelerator 240 and Auto Game Mode gameplay is blistering fast keeping you ahead of the competition. TCL QM7 TVs feature Dolby Atmos, DTS Virtual:X, and an all new ONKYO speaker system with a built-in subwoofer for high performance spatial sound. TCL Q Class Smart TVs are True Premium TVs.",/images/TCL-55.webp
131,console,Sony - PlayStation 5 Slim Console - White,499.99,"Vertical stand not included. The PS5 console unleashes new gaming possibilities that you never anticipated. Experience lightning fast loading with an ultra-high speed SSD, deeper immersion with support for haptic feedback, adaptive triggers, and 3D Audio2, and an all-new generation of incredible PlayStation games. *PS5 console (CFI-2000 model group – slim) 23D audio via built-in TV speakers or analog/USB stereo headphones. Set up and latest system software update required..",/images/Sony-PlayStation5.webp
132,console,"Microsoft - Xbox Series S 512GB All-Digital Console (Disc-Free Gaming) - White",299.99,"Go all-digital with Xbox Series S and enjoy next-gen performance in the smallest Xbox ever, at a great price. Make the most of every gaming minute with Quick Resume, lightning-fast load times, and gameplay of up to 120 FPS—all powered by Xbox Velocity Architecture. Enjoy digital games from four generations of Xbox, with hundreds of optimized titles that look and play better than ever. Get the most out of your Xbox Series S with Xbox Game Pass Ultimate (membership sold separately) and be the first to play new games like Starfield and Forza Motorsport on day one. Plus, enjoy hundreds of games like Minecraft Legends, Halo Infinite, and Forza Horizon 5 with friends on console, PC, and cloud. With games added all the time, there’s always something new to play.", /images/Microsoft-XboxSeriesS.webp
133,console,Nintendo Switch – OLED Model + Super Mario Bros. Wonder Bundle - Red and Blue,349.99,"This bundle has everything you need to start playing right away, including a Nintendo Switch – OLED Model system and a 3-month Nintendo Switch Online Individual Membership. Plus, enjoy an added value of $67.98 with a full download of the Super Mario Bros. Wonder game. You can try multiplayer right out of the box—just pass a Joy-Con controller to a friend and play together on the same system. Or pick up more controllers (sold separately) and get up to 4 people in on the fun. The Nintendo Switch system is designed to go wherever you do, instantly transforming from a home console you play on TV to a portable system you can play anywhere. So you get more time to play the games you love, however you like. Team up with up to three friends locally and gather around one Nintendo Switch system to experience the game-bending Wonder effects together as you tackle courses as a team and help each other on your way to the Goal Pole. Online, you can work together or turn a course into a friend race to finish first. With the included Nintendo Switch Online membership, you can play online with up to 3 friends on the same course to team up or turn the course into a race to the finish. When online, you can also see silhouettes of other players, so you can find out how they approach each course and get help from them. Plus, you can enjoy online play in other multiplayer games like Mario Kart 8 Deluxe and Splatoon 3. A membership also includes access to a library of 100+ classic Super NES, NES, and Game Boy games, exclusive special offers, and more. Nintendo Switch systems are home to family-friendly games like Mario Kart 8 Deluxe, Minecraft: Mario Edition, Animal Crossing: New Horizons, Just Dance 2025 Edition, and more! Explore the colorful Flower Kingdom in this side-scrolling Super Mario adventure. Choose from the largest cast of characters in a side-scrolling Mario game, including Mario, Luigi, Peach, Daisy and other favorites. Discover power-ups like Elephant Fruit, which transforms Mario and friends into an elephant that can swing its trunk and spray water. Help newer gamers ease into the action with four different-colored Yoshis and Nabbit who can’t take damage. Explore the colorful Flower Kingdom in this side-scrolling Super Mario adventure. Choose from the largest cast of characters in a side-scrolling Mario game, including Mario, Luigi, Peach, Daisy and other favorites. Discover power-ups like Elephant Fruit, which transforms Mario and friends into an elephant that can swing its trunk and spray water. Included membership auto-renews after initial term at the then-current price unless canceled. Not available in all countries. Internet access required for online features. Terms apply. nintendo.com/switch-online. Value based on manufacturer's suggested retail price when purchased separately. Actual savings may vary. Available while supplies last. Any Nintendo Switch Online membership (sold separately) and Nintendo Account required for online features. Membership auto-renews after initial term at the then-current price unless canceled. Not available in all countries. Internet access required for online features. Terms apply. nintendo.com/switch-online.",/images/Nintendo-Switch-OLED.webp
134,console,Sony - PlayStation Portal Remote Player - Midnight Black,199.99,"Take hold of a sleek new gateway to your PS5 games* with the PlayStation Portal Midnight Black remote player. *PlayStation Portal remote player can stream compatible games installed on your PS5 console. PlayStation Portal remote player requires broadband internet Wi-Fi with at least 5Mbps for use. For a better play experience, a connection of at least 15Mbps is recommended. The quality and connectivity of your play experience may vary depending on your network environment. A PS5 console and account for PlayStation Network is required. The PS5 console must be connected to a broadband internet connection, powered on fully or in Rest Mode, and it must be paired with your PlayStation Portal remote player.",/images/Sony-PlayStation-Portal.webp
135,console,Microsoft - Xbox Series X 1TB Console - Carbon Black,499.99,"Xbox Series X, the fastest, most powerful Xbox ever. Explore rich new worlds with 12 teraflops of raw graphic processing power, DirectX ray tracing, a custom SSD, and 4K gaming. Make the most of every gaming minute with Quick Resume, lightning-fast load times, and gameplay of up to 120 FPS—all powered by Xbox Velocity Architecture. Enjoy thousands of games from four generations of Xbox, with hundreds of optimized titles that look and play better than ever. Get the most out of your Xbox Series X with Xbox Game Pass Ultimate (membership sold separately) and be the first to play new games like Starfield and Forza Motorsport on day one. Plus, enjoy hundreds of games like Minecraft Legends, Halo Infinite, and Forza Horizon 5 with friends on console, PC, and cloud. With games added all the time, there’s always something new to play.",/images/Microsoft-Xbox-Series-X.webp
136,console,Sony - Geek Squad Certified Refurbished PlayStation 4 1TB Console - Black,149.99,"Geek Squad Certified Refurbished products are thoroughly, painstakingly and lovingly tested, so you can be sure that your device will work right, right away. Conquer virtual enemies with this Sony PlayStation 4. It's compatible with the latest game titles to provide hours of entertainment, and it lets you access PlayStation Vue so you can enjoy your favorite shows. This Sony PlayStation 4 has a 1TB hard drive, so you can store plenty of gaming files.",/images/Sony-GeekSquad-PS4.webp
137,console,Logitech - G CLOUD Gaming Handheld Console - White,299.99,"Logitech G CLOUD gaming handheld puts next-games right in your hand by putting the processing power and bookshelf of games in the cloud. This frees you to play in a ridiculous amount of locations around your home. You’ll have access to an incredible amount of games through Xbox Cloud Gaming (Beta) and NVIDIA GeForce NOW. You can even download apps from the Google Play Store for remote play, social media and more. CLOUD is also extremely lightweight with incredibly engineered controls and a 7 hour battery life. Don’t just play games, play with CLOUD Gaming Handheld in your hands and play ridiculously.",/images/Logitech-GCLoud.webp
138,console,"ASUS - ROG Ally 7"" 120Hz FHD 1080p Gaming Handheld - AMD Ryzen Z1 Extreme Processor - 512GB - White",649.99,"Play your way with the ROG Ally gaming handheld. Access any game that runs on Windows across all game platforms, including Steam, GOG, Xbox Game Pass, cloud gaming services, Android apps and more. Play anywhere, anytime, using handheld mode or by connecting the Ally to a TV and linking multiple controllers to play with friends. The Ally even transforms into a gaming PC by connecting to ROG XG mobile eGPU and dock - supporting mouse, keyboard, monitor, and more of your favorite peripherals. Equipped with an AMD Ryzen Z1 extreme processor, a smooth 7-inch 1080p 120Hz touchscreen with AMD FreeSync technology, and ROG intelligent cooling, the ROG Ally takes handheld gaming on to a whole different level.",/images/ASUS-ROG-Ally.webp
139,console,Microsoft - Xbox Series X 1TB with 24 months of Xbox Game Pass Ultimate Bundle - Black,899.99,"Jump into the world of Xbox with Xbox Series X and 24 months of Xbox Game Pass Ultimate Bundle. Experience the fastest, most powerful Xbox ever with Xbox Series X. Explore rich new worlds with 12 teraflops of raw graphic processing power, DirectX ray tracing, a custom SSD, and 4K gaming. Play new games like Avowed, Indiana Jones and the Great Circle, and more on day one with Xbox Game Pass Ultimate. Enjoy Starfield, Minecraft Legends, Forza Motorsport, and hundreds of other high-quality games that come to life on your Xbox Series X. Join friends to play together with online console multiplayer. Plus, EA Play is also included with Game Pass Ultimate and gives you access best-loved series like F1, Battlefield, and STAR WARS. With games added all the time, there’s always something to discover with Xbox Game Pass Ultimate. Everything you need to play starts here.  Bundle includes: Xbox Series X console, 24-month Xbox Game Pass Ultimate membership, one Xbox Wireless Controller, a high-speed HDMI cable, power cable, and 2 AA batteries.",/images/Microsoft-xbox-SeriesX-24month.webp
140,console,Backbone - One - PlayStation Edition (USB-C) - Mobile Gaming Controller for iPhone 15/16 Series and Android - 2nd Generation - White,99.99,"Inspired by the look and feel of the PS DualSense wireless controller, the Backbone One PlayStation Edition transforms your iPhone 15/16 or Android device into the ultimate gaming console. Snap in your phone and play any game or service that supports controllers, including Google Play Store, GeForce NOW or even stream from PlayStation with PS Remote Play  or PC. Our Second Generation device features two sets of magnetic adapters that allow for even better phone fit along with a reshaped D-pad which enhances responsiveness, resulting in superior feel and control across multiple genres of gameplay. The Backbone app organizes your content library and game streaming services into an integrated user experience. Uncover a new world of premium gaming in seconds.",/images/Backbone-One-PlayStation.webp
141,gift card,DoorDash - $50 Gift Card [Digital],50,"Give the gift of food delivery with a DoorDash gift code. The DoorDash app connects your favorite people with the foods they love from more than 310,000 local and national restaurants across 4,000 cities in the U.S. and Canada. Gift food delivery for easier evenings, happier days, and more time to enjoy the people and things they love.",/images/DoorDash-$50.webp
142,gift card,Disney - $200 Gift Card [Digital],200,One card. A world of possibilities! A Disney Gift Card eGift can be used for practically all things Disney!,/images/Disney-$200.webp
143,gift card,"$100 Apple Gift Card - App Store, Apple Music, iTunes, iPhone, iPad, AirPods, accessories, and more [Digital]",100,"Use the Apple Gift Card to get products, accessories, apps, games, music, movies, TV shows, and more. Spend it on in-app content, books, subscriptions like iCloud+ storage to secure files from all your Apple devices. This gift card does it all. And then some.",/images/Apple-GiftCard-$100.webp
144,gift card,Amazon - $50 Gift Card [Digital],50,Amazon.com Gift Cards are redeemable for millions of items store-wide at Amazon.com or certain affiliated websites. Amazon.com Gift Cards never expire or carry fees and are the perfect gift for anyone on your list!,/images/Amazon-$50.webp
145,gift card,Bath & Body Works - $50 Gift Card,50,"Discover Fragrance Fun. From fresh body care and fine fragrance in a mist as light as air to room-filling fragrance for your home, Bath & Body Works is the destination for products that surprise, delight and inspire with fragrance fun.",/images/Bath&Body-$50.webp
146,gift card,Home Depot - $25 Gift Card,25,"With a location always nearby, Home Depot is helping people do more with their hard-earned money. From modest projects, such as updating your bath, to small projects with a big impact, including paint, Home Depot can help you get more done in your home for less. That's the power of the large home improvement retailer. Home Depot. More Saving. More Doing.",/images/HomeDepot-$25.webp
147,gift card,Sony - $50 PlayStation Store Gift Card [Digital],50,"Easily add funds to your account for PlayStation Network (PSN) to use towards anything from PlayStation Store’s (PS Store) huge library of content, including: PlayStation Plus (PS Plus) subscription* with online multiplayer access, games every month, exclusive discounts and more. Games, Virtual currency and add-ons, and more.",/images/Sony-$50.webp
148,gift card,Razer Gold - $25 Gift Card [Digital],25,"Razer Gold is a payment option for games and gaming services, backed by Razer. Get access to over 3000 games and entertainment apps, plus exclusive deals and giveaways, when you pay with Razer Gold! Plus, for every purchase you make with Gold, you'll earn rewards points called Razer Silver that can be redeemed for Razer gear, gift cards, game keys, and more. Visit gold.razer.com to see all the benefits and ways you can use Razer Gold.",/images/RazerGold-$25.webp
149,gift card,Nintendo Switch Online 12-Month Individual Membership [Digital],19.99,"With a Nintendo Switch Online membership, you'll get access to online play in compatible games, an ever-growing catalog of classic NES, Super NES and Game Boy titles with newly added online play, cloud backup for your save data in compatible games, extra features for the free Nintendo Switch Online smartphone app, and access to members-only special offers! There are options for both individual and family memberships (up to 8 users). Level up with a Nintendo Switch Online membership! Get access to the Nintendo Music smart-device app at no additional cost with any Nintendo Switch Online membership! Kick back and enjoy some Nintendo tunes with Nintendo Music, the exclusive smart-device app for Nintendo Switch Online members that lets you stream or download Nintendo soundtracks, create and share playlists, browse music by different categories, and more! Relive your musical memories from with soundtracks from franchises like The Legend of Zelda, Super Mario, and Animal Crossing, with many more on the way. Not all tracks from all games are included. Your device must be running iOS 16.0, Android 9.0 or later to enjoy Nintendo Music. Any Nintendo Switch Online membership (sold separately) and Nintendo Account required. Membership auto-renews after initial term at the then-current price unless canceled. Persistent Internet, compatible smartphone, and Nintendo Account age 13+ required to access some online features on the app, including voice chat. Data charges may apply. Online features, Save Data Cloud and Nintendo Switch Online smartphone app features available in compatible games. Not available in all countries. The Nintendo Account User Agreement, including the Purchase and Subscription terms, apply.",/images/NintendoSwitch-12month.webp
150,gift card,Microsoft - Xbox Game Pass Ultimate - 1-Month Membership [Digital],19.99,"Be the first to play new games like Starfield and Forza Motorsport on day one so you never miss a thing and enjoy hundreds of high-quality games like Minecraft Legends and more with Xbox Game Pass Ultimate. Includes online multiplayer so you can play together with friends on console, PC, and cloud, and EA Play, giving you access to top titles on console and PC, including best-loved series like Battlefield and STAR WARS. With Game Pass Ultimate, you also get included Perks like in-game content, consumables, and more. Get member discounts off select games in the Xbox Game Pass library and related game add-ons. Tap into the heart of the Xbox community and join millions of players ready to play together.*",/images/Microsoft-GamePass-12mt.webp
